Datetime,Open,High,Low,Close,Adj Close,Volume
2024-05-10 09:30:00-04:00,3.059999942779541,3.069999933242798,3.0413999557495117,3.049099922180176,3.049099922180176,856926
2024-05-10 09:31:00-04:00,3.0399999618530273,3.0399999618530273,3.009999990463257,3.015000104904175,3.015000104904175,103423
2024-05-10 09:32:00-04:00,3.009999990463257,3.0195999145507812,2.990000009536743,3.0,3.0,220898
2024-05-10 09:33:00-04:00,3.009999990463257,3.009999990463257,2.9800000190734863,2.990000009536743,2.990000009536743,205900
2024-05-10 09:34:00-04:00,2.9897000789642334,3.005000114440918,2.9800000190734863,2.9999001026153564,2.9999001026153564,58194
2024-05-10 09:35:00-04:00,2.994999885559082,3.0589001178741455,2.990000009536743,3.0589001178741455,3.0589001178741455,215157
2024-05-10 09:36:00-04:00,3.049999952316284,3.079699993133545,3.049999952316284,3.050100088119507,3.050100088119507,115512
2024-05-10 09:37:00-04:00,3.049999952316284,3.059999942779541,3.049999952316284,3.05049991607666,3.05049991607666,59321
2024-05-10 09:38:00-04:00,3.0536999702453613,3.059999942779541,3.0399999618530273,3.049999952316284,3.049999952316284,60504
2024-05-10 09:39:00-04:00,3.050299882888794,3.109999895095825,3.049999952316284,3.109999895095825,3.109999895095825,430732
2024-05-10 09:40:00-04:00,3.109999895095825,3.109999895095825,3.0799999237060547,3.0905001163482666,3.0905001163482666,227977
2024-05-10 09:41:00-04:00,3.0950000286102295,3.099900007247925,3.075000047683716,3.0799999237060547,3.0799999237060547,63371
2024-05-10 09:42:00-04:00,3.0799999237060547,3.0799999237060547,3.049999952316284,3.0599000453948975,3.0599000453948975,78591
2024-05-10 09:43:00-04:00,3.055000066757202,3.055000066757202,3.0299999713897705,3.0299999713897705,3.0299999713897705,163689
2024-05-10 09:44:00-04:00,3.0350000858306885,3.049999952316284,3.0199999809265137,3.0450000762939453,3.0450000762939453,132152
2024-05-10 09:45:00-04:00,3.049999952316284,3.069999933242798,3.049999952316284,3.055000066757202,3.055000066757202,46319
2024-05-10 09:46:00-04:00,3.050100088119507,3.069999933242798,3.049999952316284,3.059799909591675,3.059799909591675,50120
2024-05-10 09:47:00-04:00,3.055000066757202,3.079900026321411,3.055000066757202,3.075000047683716,3.075000047683716,49895
2024-05-10 09:48:00-04:00,3.0768001079559326,3.0999999046325684,3.0768001079559326,3.0801000595092773,3.0801000595092773,77891
2024-05-10 09:49:00-04:00,3.0850000381469727,3.0999999046325684,3.0799999237060547,3.0803000926971436,3.0803000926971436,104361
2024-05-10 09:50:00-04:00,3.089400053024292,3.0999999046325684,3.0799999237060547,3.0899999141693115,3.0899999141693115,93673
2024-05-10 09:51:00-04:00,3.0950000286102295,3.109999895095825,3.0899999141693115,3.090100049972534,3.090100049972534,193781
2024-05-10 09:52:00-04:00,3.0999999046325684,3.109999895095825,3.0899999141693115,3.1050000190734863,3.1050000190734863,167061
2024-05-10 09:53:00-04:00,3.100100040435791,3.140000104904175,3.100100040435791,3.140000104904175,3.140000104904175,468739
2024-05-10 09:54:00-04:00,3.1389000415802,3.1700000762939453,3.0999999046325684,3.1096999645233154,3.1096999645233154,768270
2024-05-10 09:55:00-04:00,3.1098999977111816,3.109999895095825,3.0899999141693115,3.0998001098632812,3.0998001098632812,129783
2024-05-10 09:56:00-04:00,3.0999999046325684,3.119999885559082,3.0950000286102295,3.109999895095825,3.109999895095825,109236
2024-05-10 09:57:00-04:00,3.109999895095825,3.139400005340576,3.109999895095825,3.119999885559082,3.119999885559082,104298
2024-05-10 09:58:00-04:00,3.119999885559082,3.1201000213623047,3.109999895095825,3.115000009536743,3.115000009536743,51155
2024-05-10 09:59:00-04:00,3.119499921798706,3.1393001079559326,3.1115000247955322,3.1210999488830566,3.1210999488830566,166509
2024-05-10 10:00:00-04:00,3.130000114440918,3.130000114440918,3.109999895095825,3.115000009536743,3.115000009536743,75101
2024-05-10 10:01:00-04:00,3.119999885559082,3.1289000511169434,3.0999999046325684,3.125,3.125,142661
2024-05-10 10:02:00-04:00,3.125,3.1500000953674316,3.119999885559082,3.1449999809265137,3.1449999809265137,213932
2024-05-10 10:03:00-04:00,3.1449999809265137,3.184999942779541,3.140000104904175,3.1600000858306885,3.1600000858306885,408761
2024-05-10 10:04:00-04:00,3.1700000762939453,3.174999952316284,3.140500068664551,3.140500068664551,3.140500068664551,207555
2024-05-10 10:05:00-04:00,3.1449999809265137,3.1500000953674316,3.1301000118255615,3.137500047683716,3.137500047683716,98676
2024-05-10 10:06:00-04:00,3.140000104904175,3.1500000953674316,3.1301000118255615,3.1349000930786133,3.1349000930786133,82825
2024-05-10 10:07:00-04:00,3.134999990463257,3.1500000953674316,3.130000114440918,3.1303999423980713,3.1303999423980713,128304
2024-05-10 10:08:00-04:00,3.139400005340576,3.140000104904175,3.109999895095825,3.1201000213623047,3.1201000213623047,217629
2024-05-10 10:09:00-04:00,3.1203999519348145,3.130000114440918,3.109999895095825,3.119999885559082,3.119999885559082,125014
2024-05-10 10:10:00-04:00,3.115000009536743,3.118299961090088,3.0899999141693115,3.109999895095825,3.109999895095825,181750
2024-05-10 10:11:00-04:00,3.114000082015991,3.119999885559082,3.109999895095825,3.1110000610351562,3.1110000610351562,32405
2024-05-10 10:12:00-04:00,3.109999895095825,3.119499921798706,3.1006999015808105,3.1050000190734863,3.1050000190734863,55632
2024-05-10 10:13:00-04:00,3.1084001064300537,3.119999885559082,3.0999999046325684,3.119999885559082,3.119999885559082,114096
2024-05-10 10:14:00-04:00,3.1103999614715576,3.119999885559082,3.109999895095825,3.109999895095825,3.109999895095825,28802
2024-05-10 10:15:00-04:00,3.109999895095825,3.1198999881744385,3.1024999618530273,3.109999895095825,3.109999895095825,54408
2024-05-10 10:16:00-04:00,3.109999895095825,3.119999885559082,3.102099895477295,3.110100030899048,3.110100030899048,62920
2024-05-10 10:17:00-04:00,3.115000009536743,3.119999885559082,3.0799999237060547,3.087100028991699,3.087100028991699,213716
2024-05-10 10:18:00-04:00,3.0824999809265137,3.0899999141693115,3.0799999237060547,3.0799999237060547,3.0799999237060547,126389
2024-05-10 10:19:00-04:00,3.0799999237060547,3.0899999141693115,3.069999933242798,3.069999933242798,3.069999933242798,57454
2024-05-10 10:20:00-04:00,3.069999933242798,3.0759999752044678,3.0399999618530273,3.0499000549316406,3.0499000549316406,306272
2024-05-10 10:21:00-04:00,3.0401999950408936,3.0499000549316406,3.0299999713897705,3.030100107192993,3.030100107192993,113926
2024-05-10 10:22:00-04:00,3.031100034713745,3.049999952316284,3.0199999809265137,3.0497000217437744,3.0497000217437744,228470
2024-05-10 10:23:00-04:00,3.0450000762939453,3.049999952316284,3.0399999618530273,3.0450000762939453,3.0450000762939453,32878
2024-05-10 10:24:00-04:00,3.0399999618530273,3.0450000762939453,3.0299999713897705,3.0399999618530273,3.0399999618530273,75266
2024-05-10 10:25:00-04:00,3.0350000858306885,3.0399999618530273,3.030100107192993,3.039900064468384,3.039900064468384,64985
2024-05-10 10:26:00-04:00,3.0378000736236572,3.039900064468384,3.0225000381469727,3.0299999713897705,3.0299999713897705,82625
2024-05-10 10:27:00-04:00,3.0250000953674316,3.0299999713897705,3.0199999809265137,3.0199999809265137,3.0199999809265137,69309
2024-05-10 10:28:00-04:00,3.0250000953674316,3.029900074005127,2.990000009536743,3.0,3.0,474014
2024-05-10 10:29:00-04:00,2.9999001026153564,3.015000104904175,2.990000009536743,3.005000114440918,3.005000114440918,180622
2024-05-10 10:30:00-04:00,3.0,3.009999990463257,2.9800000190734863,2.990000009536743,2.990000009536743,222705
2024-05-10 10:31:00-04:00,2.990000009536743,3.0,2.990000009536743,2.9988999366760254,2.9988999366760254,68424
2024-05-10 10:32:00-04:00,2.994999885559082,3.0,2.990000009536743,2.9993999004364014,2.9993999004364014,52761
2024-05-10 10:33:00-04:00,2.990000009536743,3.0,2.990000009536743,2.994999885559082,2.994999885559082,63015
2024-05-10 10:34:00-04:00,2.990000009536743,3.0,2.9700000286102295,2.9749999046325684,2.9749999046325684,375644
2024-05-10 10:35:00-04:00,2.9762001037597656,3.0,2.9649999141693115,2.997999906539917,2.997999906539917,133655
2024-05-10 10:36:00-04:00,2.990799903869629,3.0,2.9800000190734863,2.9886999130249023,2.9886999130249023,130105
2024-05-10 10:37:00-04:00,2.984999895095825,3.0,2.9800000190734863,2.994999885559082,2.994999885559082,53446
2024-05-10 10:38:00-04:00,2.990499973297119,3.0,2.984999895095825,3.0,3.0,102888
2024-05-10 10:39:00-04:00,2.994999885559082,3.0,2.9800000190734863,2.984999895095825,2.984999895095825,90196
2024-05-10 10:40:00-04:00,2.984999895095825,3.0,2.984999895095825,2.994999885559082,2.994999885559082,43680
2024-05-10 10:41:00-04:00,2.9999001026153564,3.0,2.9700000286102295,2.9700000286102295,2.9700000286102295,127738
2024-05-10 10:42:00-04:00,2.9700000286102295,2.9999001026153564,2.9700000286102295,2.990000009536743,2.990000009536743,192773
